Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000617,47035359276,Beatriz Lopes,2023-12-15,BRL,6869.11,saque,Aprovado,Investimento,C6 Bank,1,124.06,6993.17
FIN000584,45374889476,Rodrigo Farias,2023-11-15,BRL,24352.88,PIX,recus.,Tecnologia,BTG,1,516.4,24869.28
FIN000361,73450950027,Amanda Vieira,2023-04-26,GBP,GBP 135.35,Depósito,Aprovada,Tecnologia,Banco do Brasil,12,22.8,875.51
FIN000603,95763191633,Natalia Correia,2023-12-03,BRL,4193.25,Pagamento,Pendente,Viagem,C6 Bank,1x,72.35,1677.3
FIN000709,24541282782,Carolina Azevedo,2024-03-09,BRL,24825.62,Transferência,Bloqueada,Alimentação,Banco do Brasil,2,216.15,25041.77
FIN000967,46312131971,Rodrigo Farias,2024-10-30,BRL,5073.64,Pagamento,Pendente,Investimento,Banco do Brasil,24,87.56,5161.2
FIN000339,52949221345,Carolina Azevedo,2023-04-05,BRL,19489.58,Transferência,PENDENTE,Moradia,BTG,1,188.68,19678.26
FIN000628,32789615985,Beatriz Lopes,2023-12-26,BRL,22163.9,PIX,Pendente,Alimentação,BTG,3,155.15,22319.05
FIN000996,295.364.582.65,Guilherme Mota,26-nov.-2024,BRL,"R$24.605,38",Transferência,Aguardando,Alimentação,,1,337.66,24943.04
FIN000685,73783275674,Marcelo Teixeira,2024/02/16,BRL,6867.64,Resgate,Pendente,Viagem,Inter,24,77.03,6944.67
FIN000654,30362863086,Rodrigo Farias,18.01.2024,BRL,23923.86,Depósito,Recusada,Investimento,BTG,12,416.15,24340.01
FIN000352,928-201-318-66,Rodrigo Farias,2023-04-17,BRL,2794.41,Pagamento,aprov.,Tecnologia,XP,1,54.12,2848.53
FIN000714,41895068862,Felipe Andrade,2024-03-13,BRL,"10687,43",Pagamento,aprovada,Vestuário,C6 Bank,2,294.47,10981.9
FIN000550,750-471-672-37,Rafael Macedo,2023-10-15,BRL,21890.99,Transferência,Aprovada,Investimento,BTG,2,250.11,22141.1
FIN000712,132-683-613-56,Leticia Moura,2024-03-11,BRL,6243.73,Pgto,Aprovada,Tecnologia,C6 Bank,2,32.81,6276.54
FIN000469,74913667336,Beatriz Lopes,2023-08-02,BRL,21057.32,PIX,Recusada,Viagem,C6 Bank,1,493.8,21551.12
FIN000806,47717036859,Beatriz Lopes,2024-06-05,BRL,"22020,17",Depósito,Aprovada,Alimentação,Inter,6,322.4,22342.57
FIN000412,76471666322,Leonardo Braga,2023-06-11,BRL,11544.98,PIX,Pendente,Viagem,Inter,12,289.62,11834.6
FIN000323,80525495727,VANESSA COELHO,2023-03-22,BRL,19125.01,deposito,Aprovada,Alimentação,BTG,2,432.72,19557.73
FIN000773,17632050791,Leticia Moura,2024-05-06,BRL,22681.38,TED,Aprovada,Viagem,Banco do Brasil,2,372.51,23053.89
FIN000803,98058095211,Felipe Andrade,2024-06-02,USD,USD 3709.76,Depósito,Aprovada,Viagem,Banco do Brasil,24,377.94,18926.74
FIN000907,77457741871,andre monteiro,06-Sep-2024,BRL,20689.11,Saque,Aguardando,Alimentação,BTG,24,548.02,21237.13
FIN000184,644-186-729-65,Rodrigo Farias,2022-11-15,BRL,R$10022.76,Depósito,Recusada,Alimentação,Banco do Brasil,1,194.76,10217.52
FIN000889,665.682.350-53,Thiago Cavalcanti,2024-08-20,BRL,20242.3,Depósito,Aprovada,Alimentação,C6 Bank,2X,292.68,20534.98
FIN000368,43195597940,Andre Monteiro,2023-05-02,BRL,14090.46,PAGAMENTO,Recusada,Tecnologia,BTG,1,135.93,14226.39
FIN000581,40596052721,Amanda Vieira,2023-11-13,BRL,R$1516.26,pix,Aprovada,Tecnologia,Inter,24,13.35,1529.61
FIN000719,26477257865,Diego Peixoto,18-mar.-2024,BRL,12529.23,Saque,Aguardando,Tecnologia,C6 Bank,24,162.56,12691.79
FIN000343,42672687692,Camila Rocha,2023-04-09,BRL,3899.66,Saque,PENDENTE,Moradia,Banco do Brasil,24,34.3,3933.96
FIN000307,68580319741,Marcelo Teixeira,2023-03-07,BRL,23948.78,Pagamento,Pendente,Alimentação,C6 Bank,12X,260.68,24209.46
FIN000218,18994170941,Beatriz Lopes,2022-12-16,BRL,"10699,74",Depósito,Recusada,Moradia,XP,24,115.78,10815.52
FIN000990,86915524939,Marcelo Teixeira,2024-11-20,GBP,GBP 945.38,Pagamento,Pendente,Tecnologia,C6 Bank,12,150.56,6106.48
FIN000038,10175270597,Andre Monteiro,2022-07-04,BRL,13828.25,Pagamento,Aprovada,Viagem,Inter,3x,100.14,13928.39
FIN000314,95414121693,felipe andrade,2023-03-14,BRL,418.14,Saque,pendente,Tecnologia,XP,2,7.94,426.08
FIN000911,81522515891,Isabela Nunes,09/09/2024,BRL,1046.01,Pagamento,Pend.,Alimentação,C6 Bank,2,15.2,1061.21
FIN000189,36596154019,Vanessa Coelho,2022-11-19,BRL,-1200.0,Pagamento,Aprovada,Alimentação,Inter,24,414.82,23622.58
FIN000332,831.866.649.66,Isabela Nunes,2023-03-30,BRL,7284.67,pix,Recusada,Investimento,Banco do Brasil,12,54.94,7339.61
FIN000037,18592667332,Natalia Correia,2022-07-03,BRL,22471.17,Transferência,Recusada,Tecnologia,C6 Bank,6,255.39,22726.56
FIN000736,16096540541,Juliana Queiroz,02/04/2024,BRL,4433.35,Saque,pendente,Viagem,BTG,1.0,28.01,4461.36
FIN000539,33612119610,Vanessa Coelho,2023-10-05,BRL,5172.73,PIX,Aprovada,Tecnologia,XP,24,129.15,5301.88
FIN000925,382-548-238-33,Isabela Nunes,2024-09-22,BRL,13057.16,Transferência,Recusada,Alimentação,Inter,1,376.58,13433.74
FIN000643,53445119377,Carolina_Azevedo,2024-01-08,BRL,18094.31,Pagamento,Aprovada,Alimentação,C6 Bank,12,136.48,18230.79
FIN000404,21510362757,Priscila Gomes,2023-06-04,BRL,20785.55,Boleto,Bloqueada,Tecnologia,XP,12,612.18,21397.73
FIN000697,14615952875,Leonardo Braga,2024-02-27,BRL,1974.75,Saque,Pendente,Investimento,XP,1,13.93,1988.68
FIN000922,25868211865,Thiago Cavalcanti,2024-09-19,BRL,20393.1,Depósito,Pendente,Tecnologia,XP,1,323.42,20716.52
FIN000234,51028050022,Natalia Correia,2022-12-30,BRL,8941.51,Transferência,Recusada,Investimento,Inter,2,215.61,9157.12
FIN000103,20559320787,Beatriz Lopes,2022-09-02,BRL,"13188,33",Pagamento,Recusada,Tecnologia,Inter,2,332.93,13521.26
FIN000454,63998238976,Camila Rocha,2023-07-20,GBP,GBP 3230.56,Depósito,Recusada,Moradia,BTG,6x,392.79,20745.29
FIN000652,67825766062,Rafael Macedo,2024-01-16,BRL,20436.18,Pagamento,Pendente,Viagem,Banco do Brasil,6,555.9,8174.47
FIN000631,48222961772,Leticia Moura,Dec 28 2023,BRL,15706.82,Depósito,Aprovada,Alimentação,Banco do Brasil,12,291.65,15998.47
FIN000066,233.275.741.64,Isabela Nunes,2022-07-30,BRL,5174.4,Saque,aprovada,Alimentação,Inter,2,35.27,5209.67
FIN000559,70588755384,Beatriz Lopes,2023-10-23,BRL,15898.92,Depósito,Pendente,Vestuário,Inter,1,212.01,16110.93
FIN000434,82554863683,Vanessa Coelho,2023-07-01,BRL,18856.01,Pagamento,Recusada,Alimentação,Banco do Brasil,12,564.69,19420.7
FIN000164,248.159.869-77,Henrique Pinto,2022-10-27,BRL,17889.39,Depósito,Pendente,Tecnologia,BTG,12,148.65,18038.04
FIN000264,49622011486,Natalia Correia,2023-01-27,BRL,1690.15,Transf.,Pendente,Vestuário,Inter,6,44.47,1734.62
FIN000232,78969829867,THIAGO CAVALCANTI,Dec 29 2022,BRL,14796.59,Pagamento,Recusada,Vestuário,BTG,24,419.72,15216.31
FIN000462,39933886877,Thiago Cavalcanti,2023-07-27,BRL,14089.18,Pagamento,Recusada,Alimentação,C6 Bank,12.0,242.72,14331.9
FIN000236,154.128.675-73,Natalia Correia,2023-01-01,BRL,22763.35,PIX,Aprovada,Moradia,C6 Bank,6,124.12,22887.47
FIN000416,52654965953,Vanessa Coelho,2023-06-15,BRL,16923.11,Pagamento,Autorizada,Investimento,Inter,2x,275.16,17198.27
,,,,,,,,,,,,
FIN000782,976.437.838-86,Juliana Queiroz,2024-05-14,BRL,9380.82,Depósito,Recusada,Alimentação,C6 Bank,24,247.07,9627.89
FIN000989,62224233410,Camila Rocha,19.11.2024,BRL,17042.96,Transferência,Aprovada,Investimento,BTG,2,125.25,17168.21
FIN000303,503.671.793.32,Felipe Andrade,2023-03-04,BRL,7504.3,Pagamento,Recusada,,C6 Bank,12,-162.16,7666.46
FIN000072,37786169142,Camila Rocha,2022-08-04,BRL,443.77,Saque,Pendente,Viagem,Banco do Brasil,12,7.47,451.24
FIN000169,491.553.680.49,Amanda Vieira,2022-11-01,USD,USD 3675.01,deposito,Em processamento,Viagem,Inter,12,253.75,18628.78
FIN000456,52754547364,Rafael Macedo,2023-07-21,BRL,9972.14,PIX,Pendente,Viagem,XP,3,218.67,10190.81
FIN000090,38432772574,Henrique Pinto,2022-08-21,BRL,11664.95,Pagamento,Aprovada,Investimento,,12,102.01,11766.96
FIN000118,54780573828,Amanda Vieira,2022-09-15,BRL,22559.38,Saque,Aprovada,Vestuário,XP,24,272.53,22831.91
FIN000322,61352691040,Leonardo Braga,2023-03-21,BRL,50.43,TED,Recusada,Viagem,C6 Bank,1,0.73,51.16
FIN000463,59457842614,Natalia Correia,2023-07-28,BRL,3846.6,Transferência,Recusada,Viagem,BTG,6,89.45,3936.05
FIN000717,74351333276,Amanda Vieira,2024-03-16,BRL,5946.94,Pagamento,Pendente,Investimento,XP,12,143.56,6090.5
FIN000460,46140597870,Felipe Andrade,2023-07-25,BRL,7336.63,Saque,Pendente,Moradia,C6 Bank,2 parcelas,174.67,7511.3
FIN000227,528.988.779.43,Leticia Moura,2022-12-24,BRL,22283.72,Retirada,Aprovada,Viagem,C6 Bank,3,254.83,22538.55
FIN000582,70678942174,Beatriz Lopes,2023-11-13,BRL,8131.1,PIX,Pendente,Viagem,Inter,24X,108.19,8239.29
FIN000062,57821337680,Camila Rocha,2022-07-26,BRL,16057.17,Saque,Aprovada,Moradia,Banco do Brasil,3,146.76,16203.93
FIN000757,38745861118,Guilherme Mota,2024-04-21,BRL,22082.12,Pagamento,Recusada,Moradia,C6 Bank,3,400.28,22482.4
FIN000187,25886023956,Beatriz Lopes,17-nov.-2022,USD,USD 3343.90,DEPOSITO,Recusada,Vestuário,BTG,2,242.29,16961.8
FIN000620,81044176431,priscila gomes,2023-12-18,BRL,24538.37,Pagamento,Pendente,Investimento,Banco do Brasil,2,345.38,24883.75
FIN000402,67130987535,Vanessa Coelho,2023-06-02,BRL,12078.24,Transferência,Pendente,Alimentação,Banco do Brasil,3,261.58,12339.82
FIN000233,98896297425,Marcelo Teixeira,2022-12-30,BRL,11716.7,Pagamento,Autorizada,Moradia,Inter,3,336.85,12053.55
FIN000563,15298437094,Priscila Gomes,2023-10-27,BRL,17398.23,Pagamento,Recusada,Viagem,BTG,1,510.94,17909.17
FIN000721,90477040471,Thiago Cavalcanti,2024-03-20,BRL,22958.35,Depósito,Negada,Tecnologia,Inter,3,643.85,23602.2
FIN000073,63155123381,Juliana Queiroz,2022-08-05,BRL,7849.23,PIX,Aprovada,Viagem,BTG,6,215.42,8064.65
FIN000468,99165991543,Diego Peixoto,2023-08-01,BRL,13410.74,Pagamento,Aprovada,Viagem,Banco do Brasil,1,257.15,13667.89
FIN000523,471.981.835-48,Guilherme Mota,2023-09-21,BRL,"R$1.034,97",pagamento,Aprovada,Investimento,XP,1,9.37,1044.34
FIN000271,31895623495,Felipe Andrade,2023-02-02,BRL,21524.26,PIX,Aprovada,Viagem,Inter,3,362.08,21886.34
FIN000112,676-313-916-39,Isabela Nunes,2022-09-10,BRL,10881.84,Saque,Aprovada,Tecnologia,Banco do Brasil,1,316.18,11198.02
FIN000870,81748898411,Guilherme Mota,2024-08-03,BRL,11684.1,Depósito,Pendente,Investimento,BTG,3,141.18,11825.28
FIN000891,112.980.830.35,Carolina Azevedo,2024-08-22,BRL,19568.7,Transferência,Em processamento,Viagem,BTG,12,128.36,19697.06
FIN000875,27630575785,Marcelo Teixeira,2024-08-07,BRL,13045.02,Retirada,Pendente,Vestuário,Inter,6,276.8,13321.82
FIN000227,528.988.779.43,Leticia Moura,2022-12-24,BRL,22283.72,Retirada,Aprovada,Viagem,C6 Bank,3,254.83,22538.55
FIN000330,57096830477,Priscila Gomes,2023-03-28,BRL,21178.24,Pagamento,Pendente,Investimento,Banco do Brasil,24,516.95,21695.19
FIN000464,37435421561,Natalia Correia,2023-07-29,BRL,21105.43,Transferência,Recusada,Alimentação,C6 Bank,12,470.35,21575.78
FIN000596,41884432040,Rafael Macedo,nov. 26 2023,BRL,21797.32,Depósito,Negada,Vestuário,BTG,24,377.12,22174.44
FIN000756,68237864561,Carolina Azevedo,2024-04-21,BRL,22816.36,PIX,Pendente,Moradia,XP,2,158.7,22975.06
FIN000196,45262355877,rafael macedo,2022/11/26,BRL,20916.12,PIX,Aprovada,Investimento,C6 Bank,3,191.55,21107.67
FIN000337,55745033797,Natalia Correia,2023-04-04,BRL,17416.16,Saque,Recusada,Viagem,C6 Bank,2,452.58,17868.74
FIN000366,290.838.136.29,Henrique_Pinto,2023-04-30,BRL,18055.75,Transferência,Aprovada,Investimento,BTG,12,375.86,18431.61
FIN000940,99440549973,Natalia Correia,2024-10-06,BRL,17834.47,Dep.,Aprovada,Alimentação,,12,201.35,18035.82
FIN000029,273.999.827-84,Amanda Vieira,2022-06-26,BRL,10321.0,Depósito,Recusada,Alimentação,C6 Bank,3,85.97,10406.97
FIN000817,861.642.704-66,Guilherme Mota,2024-06-15,BRL,"6862,63",Depósito,Pendente,Investimento,C6 Bank,1,143.21,7005.84
FIN000624,42442654247,Thiago Cavalcanti,2023-12-22,BRL,-1200.0,Saque,Aguardando,Vestuário,BTG,12,28.54,4740.69
FIN000521,,Natalia Correia,2023-09-19,BRL,18093.21,Transferência,Pendente,Moradia,Banco do Brasil,24,318.68,18411.89
FIN000730,55786299972,Beatriz Lopes,28-mar.-2024,BRL,19205.14,SAQUE,Aprovada,Investimento,XP,3,108.64,19313.78
FIN000138,17735464592,Rodrigo Farias Farias,2022-10-04,USD,USD 4830.69,Pagamento,Recusada,Tecnologia,Banco do Brasil,3X,295.81,24449.27
FIN000964,10959197087,Felipe Andrade,2024-10-28,BRL,126.45,Pagamento,Recusada,Viagem,BTG,12,2.71,129.16
FIN000120,92920818518,Juliana Queiroz,2022-09-17,BRL,5056.45,Depósito,Em processamento,Vestuário,Inter,2.0,135.76,5192.21
FIN000478,68054487821,Natalia Correia,2023-08-10,BRL,5158.77,Transferência,Pendente,Vestuário,C6 Bank,1,66.58,5225.35
FIN000527,87015184492,Natalia Correia,2023-09-24,BRL,"10591,4",DOC,Recusada,Tecnologia,XP,1,130.24,10721.64
FIN000394,93792359740,Felipe Andrade,2023/05/26,BRL,2549.71,Saque,APROVADA,Viagem,XP,1,60.8,2610.51
FIN000383,27282797137,Thiago Cavalcanti,2023-05-16,BRL,9093.35,PIX,Recusada,Investimento,Inter,12,158.51,9251.86
FIN000222,89192736754,Thiago Cavalcanti,2022-12-19,BRL,3032.03,Depósito,Pendente,Vestuário,Banco do Brasil,24,65.94,3097.97
FIN000662,80873262247,Rodrigo Farias,2024/01/26,BRL,11796.5,Depósito,Recusada,Vestuário,XP,2,259.01,12055.51
FIN000710,48180314919,Marcelo Teixeira,2024-03-09,USD,USD 4979.80,Retirada,Pendente,Investimento,XP,3,481.42,25380.44
FIN000912,93987869227,Isabela Nunes,2024/09/10,BRL,12592.33,Pagamento,Pendente,Viagem,XP,3,377.71,12970.04
FIN000329,507.352.858.20,Carolina Azevedo,2023-03-27,BRL,18458.26,P-I-X,Pend.,Tecnologia,XP,6,528.28,18986.54
FIN000013,43921012864,Andre Monteiro,2022-06-11,BRL,9467.1,Saque,Pendente,Viagem,XP,1,,9528.73
FIN000141,95986577455,Guilherme Mota,10/06/2022,BRL,17059.88,dep.,Bloqueada,Moradia,C6 Bank,12,244.81,17304.69
FIN000984,69295138861,Carolina Azevedo,2024-11-15,BRL,16995.5,Depósito,PENDENTE,Vestuário,BTG,24,336.31,17331.81
FIN000207,82954027636,Isabela Nunes,06/12/2022,BRL,21684.43,Saque,Pendente,Vestuário,BTG,12,207.33,21891.76
FIN000104,54441278074,Andre Monteiro,2022-09-03,BRL,6444.5,Depósito,Recusada,Tecnologia,BTG,24,70.93,6515.43
FIN000310,34471550387,Henrique Pinto,mar. 10 2023,BRL,4190.43,PIX,aprov.,Alimentação,XP,12x,98.08,4288.51
FIN000549,63750472532,Priscila Gomes,2023-10-14,BRL,4172.74,Transferência,Aprovada,Investimento,Inter,12,101.61,4274.35
FIN000181,43480439642,Marcelo Teixeira,2022-11-12,BRL,6299.75,Depósito,pendente,Moradia,Inter,12,57.23,6356.98
FIN000599,92095661292,Isabela Nunes,2023-11-29,BRL,99999999.0,Pagamento,Bloqueada,Investimento,Banco do Brasil,1,189.49,13024.42
FIN000498,74069596079,Camila Rocha,2023-08-29,BRL,24761.23,Saque,Pendente,Investimento,Inter,1,316.41,25077.64
FIN000317,356.517.294-68,Beatriz Lopes,2023-03-16,USD,USD 3586.27,Saque,Pendente,Viagem,Inter,24,399.94,18331.29
FIN000142,813-165-698-83,Juliana Queiroz,2022-10-07,BRL,21034.52,Pagamento,Recusada,Alimentação,Inter,12.0,351.45,21385.97
FIN000707,21519571916,Camila Rocha,2024-03-07,BRL,24721.88,Pagamento,Pendente,Alimentação,Inter,1,425.65,25147.53
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,15027.04,Transferência,Recusada,Tecnologia,Inter,2,201.24,6010.82
FIN000759,28681926267,Rodrigo Farias,2024-04-23,BRL,10022.57,Saque,Aprovada,Moradia,Inter,2,210.77,10233.34
FIN000211,64932989663,Rafael Macedo,2022-12-09,BRL,14607.9,SAQUE,Aprovada,Vestuário,XP,12,136.43,14744.33
FIN000143,748-590-132-35,Diego Peixoto,2022-10-08,BRL,22506.43,PIX,APROVADA,Alimentação,BTG,24,599.96,23106.39
FIN000515,52015674379,Juliana Queiroz,2023-09-13,BRL,1336.74,Depósito,recusada,Vestuário,C6 Bank,12,31.39,1368.13
FIN000363,59316542265,Felipe Andrade,2023/04/27,BRL,10688.22,PIX,Aprovado,Tecnologia,C6 Bank,1,61.28,10749.5
FIN000005,27169514237,Thiago Cavalcanti,2022-06-04,BRL,20210.85,P-I-X,Recusada,Investimento,Banco do Brasil,12,431.28,20642.13
FIN000045,99544857836,Priscila Gomes,11/07/2022,EUR,EUR 3641.17,Pagamento,Aprovada,Investimento,XP,24,413.38,20439.8
FIN000282,55758670196,Beatriz Lopes,2023-02-12,BRL,24984.26,Depósito,APROVADA,Tecnologia,XP,12,706.17,25690.43
FIN000203,41184219226,Beatriz Lopes,2022-12-02,BRL,19560.15,Depósito,Recusada,Viagem,BTG,24,496.76,20056.91
FIN000606,55059090952,Rodrigo Farias,2023-12-05,BRL,14744.97,dep.,Recusada,Vestuário,C6 Bank,12,197.19,14942.16
FIN000359,37153043911,Henrique Pinto,2023-04-24,BRL,13704.89,PIX,Pendente,Investimento,Banco do Brasil,24.0,278.79,13983.68
FIN000786,42466043376,Leonardo Braga,2024-05-18,BRL,18589.43,PIX,Recusada,Alimentação,BTG,2,451.58,19041.01
FIN000372,96237473943,Juliana Queiroz,2023-05-06,BRL,7790.67,Pagamento,Aprovada,Tecnologia,BTG,24,88.39,7879.06
FIN000800,67655332364,Leticia Moura,2024-05-31,BRL,15105.63,PIx,Recusada,Viagem,Inter,2,307.29,15412.92
FIN000638,533.689.153.11,Isabela Nunes,jan. 04 2024,BRL,13977.1,pgto.,Pendente,Moradia,Banco do Brasil,24,88.27,14065.37
FIN000238,32213520917,Carolina Azevedo,2023-01-03,BRL,11216.25,Pagamento,Recusada,Vestuário,Banco do Brasil,6,295.63,11511.88
FIN000668,65288440152,Beatriz_Lopes,2024-01-31,BRL,9148.97,Saque,Pendente,,C6 Bank,6,227.95,9376.92
FIN000274,14950327914,Guilherme Mota,Feb 05 2023,BRL,3077.54,Saque,Negada,Investimento,C6 Bank,2,84.9,3162.44
FIN000857,37139228986,Henrique Pinto,2024-07-22,BRL,23404.98,Pagamento,PENDENTE,Investimento,XP,24,451.38,23856.36
FIN000195,720.140.168-39,Natalia Correia,2022-11-25,BRL,11661.38,PIX,Aprovada,Tecnologia,Inter,2,271.41,11932.79
FIN000514,28598187012,Andre Monteiro,2023-09-12,BRL,13320.78,PIX,Pendente,Investimento,XP,6,105.12,13425.9
FIN000275,50868716751,Andre Monteiro,02/06/2023,BRL,4554.43,Saque,RECUSADA,Vestuário,XP,12,120.95,4675.38
FIN000556,90988369018,Rodrigo Farias,2023-10-21,USD,USD 3590.57,Transferência,Aprovada,Viagem,XP,24,326.87,18279.73
FIN000210,36482747934,Felipe Andrade,2022-12-09,USD,USD 1975.16,Saque,Aprovada,Tecnologia,C6 Bank,3,172.33,10048.11
FIN000163,56282971489,Juliana Queiroz,27-Oct-2022,BRL,17842.59,Depósito,Recusada,Moradia,XP,2,416.13,7137.04
FIN000718,607-914-966-22,Andre Monteiro,2024-03-17,BRL,8886.96,Dep.,Negada,Viagem,XP,1,247.75,9134.71
FIN000616,64640074649,Leonardo Braga,2023-12-15,BRL,18233.16,PIX,Pend.,Viagem,Banco do Brasil,3,307.44,18540.6
FIN000088,27245148196,Felipe Andrade,2022-08-19,BRL,6129.22,Pagamento,Pendente,Investimento,Inter,24,90.54,6219.76
FIN000970,99240942653,Camila Rocha,02-nov.-2024,BRL,21787.34,Depósito,Aprovada,Moradia,Banco do Brasil,3,621.15,22408.49
,,,,,,,,,,,,
FIN000191,80829145292,Thiago Cavalcanti,2022-11-21,BRL,3839.26,P-I-X,Recusada,Alimentação,BTG,6,98.64,3937.9
FIN000179,24488021014,Guilherme Mota,2022-11-10,BRL,,Pagamento,Aprovada,Alimentação,Inter,3,94.78,4817.57
FIN000557,39173938728,Diego Peixoto,22-Oct-2023,BRL,13702.74,PIX,Recusada,Alimentação,BTG,1.0,232.32,13935.06
FIN000609,14580864617,Isabela Nunes,2023-12-08,BRL,1131.88,Transferência,Recusada,Moradia,C6 Bank,2,23.26,1155.14
FIN000393,94315057323,Diego Peixoto,2023-05-25,BRL,15965.13,PIX,Recusada,Moradia,Inter,12,100.55,16065.68
FIN000972,17753219894,Rafael Macedo,nov. 04 2024,BRL,18240.07,Saque,Recusada,Moradia,Inter,6,340.18,18580.25
FIN000604,307.800.688-75,Thiago Cavalcanti,2023-12-04,BRL,15997.99,Pagamento,Recusada,Tecnologia,XP,6,107.62,16105.61
FIN000981,96148934236,Camila Rocha,12-nov.-2024,BRL,19875.46,Pagamento,Recusada,Tecnologia,Inter,2,302.39,7950.18
FIN000754,895.707.903-43,Juliana Queiroz,2024-04-19,BRL,15330.89,PIX,Pendente,Vestuário,C6 Bank,1,123.09,15453.98
FIN000512,40429017398,Leonardo Braga,2023-09-11,BRL,23578.74,Dep.,Recusada,Investimento,Inter,6,464.63,24043.37
FIN000723,51983513037,Amanda Vieira,2024-03-21,BRL,6993.92,Depósito,Pendente,Moradia,XP,3,133.46,7127.38
FIN000440,52135269154,Guilherme Mota,2023-07-07,BRL,3242.05,Depósito,Pendente,Alimentação,C6 Bank,12,36.88,3278.93
FIN000472,31623137091,Thiago Cavalcanti,05.08.2023,BRL,2861.23,Depósito,Recusada,Tecnologia,Inter,3 parcelas,51.7,2912.93
FIN000399,,Leticia Moura,2023-05-30,BRL,2526.86,Pagamento,Recusada,Alimentação,Inter,6,23.33,1010.74
FIN000815,53081711398,Felipe Andrade,2024-06-13,BRL,6858.24,Depósito,Aprovada,Investimento,BTG,24,148.91,7007.15
FIN000036,359.541.215.86,Felipe Andrade,2022/07/02,BRL,213.5,Depósito,PENDENTE,Moradia,BTG,2,2.35,85.4
FIN000750,713-946-108-51,Natalia Correia,2024-04-15,BRL,6347.18,Depósito,Aguardando,Tecnologia,C6 Bank,3 parcelas,63.85,6411.03
FIN000790,36237073584,Leonardo Braga,2024-05-22,BRL,13374.06,Pagamento,Pendente,Moradia,Banco do Brasil,2,297.77,13671.83
FIN000044,63113883237,Isabela Nunes,2022-07-10,USD,USD 3204.31,Depósito,Em processamento,Vestuário,C6 Bank,12,212.61,16234.17
FIN000262,77625860447,Amanda Vieira,2023-01-25,BRL,17522.83,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,17959.2
FIN000601,30629392143,Vanessa Coelho,2023-12-01,BRL,19655.3,PIX,recusada,Viagem,C6 Bank,6,422.18,20077.48
FIN000430,98921992332,Thiago Cavalcanti,2023-06-28,GBP,GBP 2327.12,PIX,Aprovada,Viagem,BTG,6,158.58,14819.44
FIN000229,974.412.466-35,Juliana Queiroz,2022-12-26,BRL,643.9,PIX,Em processamento,Vestuário,C6 Bank,2,15.6,659.5
FIN000006,91799550946,Guilherme Mota,2022-06-05,USD,USD 2832.43,Depósito,Aprovada,Moradia,C6 Bank,2,390.59,14552.74
FIN000095,41186912976,Rodrigo,2022-08-25,USD,USD 824.41,Depósito,Pendente,Investimento,Banco do Brasil,2,82.8,4204.86
FIN000866,72690125390,Thiago Cavalcanti,2024-07-30,BRL,7391.85,Depósito,Recusada,Tecnologia,Banco do Brasil,6,159.33,7551.18
FIN000319,85928753922,Thiago Cavalcanti,18-mar.-2023,BRL,6962.93,PIX,Pendente,Viagem,C6 Bank,24,95.34,7058.27
FIN000935,632.982.397-94,Andre Monteiro,2024-10-01,BRL,14069.01,Depósito,aprov.,Viagem,XP,1,330.01,5627.6
FIN000313,91141431399,Amanda Vieira,2023-03-13,EUR,EUR 3980.29,PIX,Recusada,Investimento,BTG,6,561.77,22453.36
FIN000076,911.624.722.23,Vanessa Coelho,2022-08-08,BRL,17359.26,Pagamento,Recusada,,C6 Bank,12,-160.53,6943.7
FIN000174,235.542.625-11,Diego Peixoto,2022-11-06,BRL,16875.4,Pagamento,Recusada,Tecnologia,XP,3,393.14,17268.54
FIN000894,65651065338,Felipe Andrade,2024-08-25,BRL,8256.43,Depósito,Pendente,Viagem,BTG,3,117.41,8373.84
FIN000052,916.994.937.57,Leticia Moura,2022-07-17,USD,USD 1892.90,Pagamento,recus.,,C6 Bank,6,54.86,9519.34
FIN000552,34157481081,Vanessa Coelho,2023-10-17,BRL,22086.74,PIX,Recusada,Moradia,Banco do Brasil,6,268.68,22355.42
FIN000842,824.489.934.39,Amanda Vieira,2024-07-08,BRL,18623.62,Depósito,recusada,Alimentação,Banco do Brasil,12,338.9,18962.52
FIN000978,55637460153,ANDRE MONTEIRO,2024-11-09,BRL,7974.2,Pagamento,Aprovada,Alimentação,Inter,6,52.99,8027.19
FIN000221,55841549268,Juliana Queiroz,2022-12-19,BRL,1091.03,Pagamento,Aprovada,Alimentação,XP,12,16.14,1107.17
FIN000509,97939346677,Rafael Macedo,08.09.2023,BRL,7182.93,pagamento,aprov.,Alimentação,Banco do Brasil,2,207.57,7390.5
FIN000744,30234422749,Natalia Correia,2024-04-10,BRL,18664.96,Saque,Pendente,Alimentação,Banco do Brasil,12,151.93,18816.89
FIN000388,25018546998,Carolina Azevedo,2023-05-20,BRL,4872.83,Depósito,Negada,Tecnologia,XP,2,31.35,4904.18
FIN000094,98427732089,Rodrigo Farias,2022-08-24,BRL,7507.04,PIX,Aprovada,Tecnologia,C6 Bank,2,108.01,7615.05
